country_code,category_list,average_funding,num_startups
USA,"Consumer Lending|Credit Cards|Financial Services|Mobile Payments",1249999,1
USA,"Art|E-Commerce|Flash Sales|Retail",5575000,1
CAN,Apps,500000,1
USA,"Auctions|Business Services|Enterprise Software|Network Security",40000,1
USA,"Android|Education|iOS|Web Design|Web Development",8250000,1
USA,"Big Data|Curated Web|Local|Mobile|Real Estate|Travel",1000000,1
USA,"Bitcoin|Cloud Infrastructure",3500000,1
GBR,"Hardware + Software|Wearables",360000,1
USA,"Fraud Detection|Identity|Risk Management|Software",2025000,1
GBR,Finance|Insurance|Tracking,118000,1
USA,"Big Data Analytics|Bitcoin|Information Technology|Services",669209,1
GBR,"Information Services",53098.78553,1
USA,"Advertising|Blogging Platforms|Brand Marketing|Social Media|Software|Startups",8200000,1
ISR,"Blogging Platforms|E-Books|Software",20000,1
ISR,"Blogging Platforms|Curated Web|Journalism",125000,1
USA,"Blogging Platforms|Curated Web|Women",15500000,1
USA,"Blogging Platforms|Software",20000,1
SWE,"Curated Web",11065763.07,1
BRA,"App Stores|Blogging Platforms|Consumer Electronics|Mac|Software",75000,1
ISR,Broadcasting|Chat|Games,3000000,1
ROM,"Curated Web|PaaS|SaaS|Social Media|Software",70000,1
USA,CAD|Creative|Design|Games|Kids|Software|Toys,600000,1
USA,"Curated Web|Forums|Internet|Social Network Media",12500,1
ITA,"E-Commerce|Social Commerce|Social Media",1573650,1
USA,Design|Electronics|Energy|Solar,10000000,1
BRA,"News|Retail|Social Media|Software",50000,1
USA,"Data Integration|Health Care Information Technology|Medical",50000,1
MEX,"Health and Wellness",20000,1
GBR,"Analytics|Chat|Content|Ediscovery|Messaging|Social Media",158865,1
USA,"Health and Insurance|Health and Wellness|Health Care|Health Care Information Technology",5000000,1
USA,"Consumer Electronics|Consumer Goods|Elder Care|Social Media|Technology|Wearables",1000000,1
USA,CRM|Nonprofits|Software,930000,1
USA,"Blogging Platforms|Collaboration|Education|Social Media|Software|Training|Video|Web Tools",20000000,1
USA,DIY|E-Commerce|Events|Flowers|Weddings,200000,1
USA,E-Commerce|Flowers,7150000,1
USA,"E-Commerce|Flash Sales",51050000,1
USA,"Consumer Goods|E-Commerce|Flowers|Mobile",7600000,1
USA,"Software|Startups|User Experience Design",40000,1
GBR,"E-Commerce|Flowers|Gift Card",500000,1
GBR,Content|Journalism|News,769035,1
USA,Beauty|Mobile,975000,1
POL,3D|Games|iOS|iPad|iPhone|Kids|Toys,250000,1
CHL,"Analytics|Application Platforms|Apps|Internet of Things|Mobile|Mobile Commerce|Retail|SaaS|Sensors",40000,1
IND,Analytics|Databases|Internet|Technology,100000,1
FIN,"Application Platforms|Computers|Software",968755,1
CAN,"Content Creators|Digital Media|Entertainment|Events|Television",65500000,1
USA,Cooking|Delivery|E-Commerce|Hospitality,193000000,1
GBR,"Curated Web|Fashion|Lifestyle",63906,1
USA,"Engineering Firms|Industrial Automation|Robotics|Services",100000,1
USA,Coffee|E-Commerce,115700000,1
IND,Internet|Media|Portals,8217,1
USA,"Advertising|Brand Marketing|Loyalty Programs|Sales and Marketing",8925000,1
GBR,Android|Apps|iPad|iPhone|Publishing|Travel,98262,1
GBR,"Charity|Facebook Applications|Nonprofits|Social Media",372568,1
GBR,"Clinical Trials|Diagnostics|Medical",28040440,1
CHN,"Public Relations",10235710,1
CYP,"Graphics|Information Technology|Software|Web Development",56000,1
FRA,"Consumer Electronics",178559,1
USA,"Chat|Collaboration|Enterprise Software|SaaS|Software|Video Conferencing",175000000,1
USA,"Health Care|Medical|Services",27000,1
USA,Biotechnology|Recycling,4527125,1
KOR,"Apps|Services|Small and Medium Businesses",400000,1
USA,Consumers|E-Commerce|Retail,49000000,1
USA,Aerospace|Defense|Solar,200000000,1
USA,"Computers|Digital Media|Technology",20000,1
USA,"Agriculture|Hardware + Software",13345000,1
GBR,Enterprises|Internet|iOS|Software,701204,1
USA,"Digital Entertainment|Mobile|Sports",20000,1
USA,"Batteries|Clean Technology",24306925,1
USA,"Apps|Lifestyle|Mobile|Price Comparison",4000000,1
USA,"Analytics|Business Analytics|E-Commerce|Mobile Commerce|Predictive Analytics|Retail Technology|SaaS",2121750,1
DEU,"Big Data Analytics|Predictive Analytics|Productivity Software",75000000,1
IRL,"Manufacturing|Medical Devices|Technology",4826548.16,1
USA,"Employer Benefits Programs|Enterprise Software|Health and Wellness|Human Resources|Incentives|Lifestyle",2075000,1
USA,"Consumer Internet|Content|Education|Mobile",200000,1
ITA,"Enterprise Software|Mobile|Mobile Security",11500000,1
CAN,"Computers|Enterprise Software|Networking|Virtualization",27800000,1
USA,Advertising|Software,51745818,1
USA,"Software|Startups|Web Development",4667517,1
USA,"Big Data|Internet Marketing|Marketing Automation|Multi-level Marketing|Optimization|Real Time",8900000,1
USA,"Big Data|Big Data Analytics|Software",39000000,1
AUS,Licensing|Mobile|Payments|Technology,2784223,1
USA,Android|Email|iPhone|Mobile|SMS|Soccer|Sports,2727683,1
USA,"Analytics|Search|Social Television|Video",20350000,1
USA,"Cyber Security",16000000,1
USA,"Diabetes|Medical|Medical Devices",4500000,1
FRA,"Collaboration|Enterprises|Networking|Social Media|Social Network Media",12300000,1
FRA,"Enterprise Software",5410000,1
ESP,"Business Services|E-Commerce",854634,1
GBR,"Health Care|Healthcare Services|Medical Professionals|Mobile Health",82629.60453,1
USA,"Mobile|Mobile Emergency&Health|Networking|Unifed Communications",3800000,1
USA,Advertising|Search,11500000,1
ESP,Software,3216500,1
USA,"Cloud Computing|Data Centers|Homeland Security|IaaS|Information Technology|Infrastructure|SaaS|Software|Technology|Virtualization|Web Hosting",6116923,1
